author,number_commits,avg_fix_distance,avg_find_bug_time,avg_fix_bug_time
Wendy Xiong,8,0.0,0.0,0.0
Weifeng Voon,8,0.0,0.0,0.0
Wang Hai,12,0.0,0.0,0.0
Volker Lendecke,8,0.0,0.0,0.0
Vlad Tsyrklevich,8,0.0,0.0,0.0
Vladimir Saveliev,8,0.0,0.0,0.0
Vishal Thanki,8,0.125,1567784.125,1567784.125
Viral Mehta,8,0.0,0.0,0.0
Vinit Agnihotri,8,0.0,0.0,0.0
Vincent Hanquez,8,0.0,0.0,0.0
Victor Gallardo,8,0.0,0.0,0.0
Vasily Tarasov,8,0.0,0.0,0.0
Uwe Bonnes,8,0.0,0.0,0.0
Tuukka Tikkanen,8,0.0,0.0,0.0
Tobias Diedrich,8,0.0,0.0,0.0
Tirumalesh Chalamarla,8,0.0,0.0,0.0
Tin Huynh,8,0.0,0.0,0.0
Tim Yamin,8,0.0,0.0,0.0
Timo Warns,8,0.0,0.0,0.0
Thomas Tuttle,8,0.0,0.0,0.0
Thomas Langer,8,0.0,0.0,0.0
Tero Roponen,8,0.0,0.0,0.0
Tekkaman Ninja,8,0.0,0.0,0.0
Takashi Sato,8,0.0,0.0,0.0
Takahiro Shimizu,8,0.0,0.0,0.0
Sylver Bruneau,8,0.0,0.0,0.0
Svetlana Orlik,8,0.0,0.0,0.0
Su Yanjun,8,0.0,0.0,0.0
Surya Seetharaman,8,0.0,0.0,0.0
Sunghoon Cho,8,0.0,0.0,0.0
Suneel Garapati,8,0.0,0.0,0.0
Subrata Modak,8,0.0,0.0,0.0
Steven Capper,8,0.125,13115093.875,13115093.875
Stephan Linz,8,0.0,0.0,0.0
Stanislav Brabec,8,0.0,0.0,0.0
Sriram Periyasamy,8,0.0,0.0,0.0
srinidhi kasagar,8,0.0,0.0,0.0
Sreedhara DS,8,0.125,20755203.75,20755203.75
Song Hui,8,0.0,0.0,0.0
Siva Yerramreddy,8,0.0,0.0,0.0
Shaun Ren,8,0.0,0.0,0.0
Sergei Antonov,8,0.0,0.0,0.0
Sean Tranchetti,8,0.0,0.0,0.0
Sangsu Park,8,0.0,0.0,0.0
Salym Senyonga,8,0.0,0.0,0.0
Sagar Kamble,8,0.0,0.0,0.0
Ryan Grimm,8,0.25,1886263.4375,2306493.0
Ryan Case,8,0.0,0.0,0.0
Rupesh Kumar,8,0.0,0.0,0.0
Rui Teng,8,0.0,0.0,0.0
Rongrong Zou,8,0.25,704151.875,704151.875
Roland Kammerer,8,0.125,12348.125,12348.125
Rob Swindell,8,0.25,1608317.875,6433270.875
Robert Marklund,8,0.0,0.0,0.0
Robert Jones,10,0.0,0.0,0.0
Robert Beckett,10,0.0,0.0,0.0
Rhys Kidd,8,0.0,0.0,0.0
Rafael Antognolli,9,0.1111111111111111,73421.0,73421.0
Rabeeh Khoury,9,0.0,0.0,0.0
QingFeng Hao,8,0.125,1294643.125,1294643.125
Qiang Huang,8,0.0,0.0,0.0
Qianggui Song,8,0.0,0.0,0.0
Prateek Sood,9,0.0,0.0,0.0
Prashanth Prakash,8,0.0,0.0,0.0
Pradeep Tewani,8,0.0,0.0,0.0
Pradeep Bhat,8,0.5,3785753.3173076925,6643792.125
Pinkava J,8,0.0,0.0,0.0
Pierre Moreau,8,0.25,-2201395.875,4714524.25
Pi-Cheng Chen,8,0.125,167969.0,167969.0
Peter Waskiewicz,8,0.0,0.0,0.0
Peter Rajnoha,8,0.0,0.0,0.0
Peter Maydell,9,0.0,0.0,0.0
Peter Ma,8,0.0,0.0,0.0
Peter Antoine,8,0.0,0.0,0.0
PC Liao,8,0.5,11380835.375,20057333.75
Pat Gefre,8,0.0,0.0,0.0
Parthiban Nallathambi,8,0.0,0.0,0.0
Paolo Pisati,8,0.0,0.0,0.0
Paolo Galtieri,8,0.0,0.0,0.0
Pablo Greco,9,0.0,0.0,0.0
Omer Peleg,8,0.25,964064.625,964064.625
Olivier Guiter,8,0.0,0.0,0.0
Oliver Schinagl,8,0.0,0.0,0.0
Oliver Pinter,8,0.0,0.0,0.0
Ola Olsson,8,0.125,1894480.0,1894480.0
Olaf Weber,8,0.0,0.0,0.0
Ofir Drang,8,0.0,0.0,0.0
Nisar Sayed,8,0.0,0.0,0.0
Nils Carlson,8,0.0,0.0,0.0
Nicolas Dechesne,8,0.0,0.0,0.0
Nenghua Cao,8,0.0,0.0,0.0
Nathan Ciobanu,8,0.0,0.0,0.0
Narendra K,8,0.0,0.0,0.0
Mykola Lysenko,8,0.125,1287945.875,1287945.875
Muchun Song,14,0.0,0.0,0.0
Moses Christopher,8,0.0,0.0,0.0
Moiz Sonasath,8,0.0,0.0,0.0
Mohammad Rasim,9,0.0,0.0,0.0
Mirko Lindner,8,0.0,0.0,0.0
Min He,8,0.25,2310516.25,3135642.5
Mike Shuey,8,0.0,0.0,0.0
Mike Mason,8,0.0,0.0,0.0
Mike Ditto,8,0.0,0.0,0.0
Michele Baldessari,8,0.0,0.0,0.0
Michael Weiser,8,0.0,0.0,0.0
Michael Shych,8,0.1875,2241728.875,4483457.375
Michael Hornung,8,0.0,0.0,0.0
Michael Davidson,8,0.0,0.0,0.0
Micah Gruber,8,0.0,0.0,0.0
Max Tottenham,8,0.0,0.0,0.0
Maxim Zhukov,8,0.0,0.0,0.0
Maxim Uvarov,8,0.0,0.0,0.0
Maulik Shah,17,0.0,0.0,0.0
Matt Sealey,8,0.0,0.0,0.0
Matt Kraai,8,0.0,0.0,0.0
Matias Bjorling,8,0.0,0.0,0.0
Masahisa Kojima,8,0.0,0.0,0.0
Markus Brunner,8,0.125,332440.75,332440.75
Mark Goodwin,8,0.0,0.0,0.0
Marek Roszko,8,0.0,0.0,0.0
Marek Kwaczynski,8,0.7,9385677.3,14188210.725
Marc Singer,8,0.0,0.0,0.0
Marcin Tomczak,8,0.0,0.0,0.0
Manjunatha Halli,8,0.125,32139842.625,32139842.625
Mandy Kirkconnell,8,0.0,0.0,0.0
Maithili Hinge,8,0.2916666666666667,6572630.125,12928296.0
Mahesh Palivela,8,0.0,0.0,0.0
Luo bin,17,0.0,0.0,0.0
Lukasz Odzioba,8,0.0,0.0,0.0
Louis Taylor,8,0.0,0.0,0.0
Loic Pefferkorn,8,0.0,0.0,0.0
Liu ShuoX,8,0.0,0.0,0.0
Liu Shuo,8,0.0,0.0,0.0
Lior Levy,8,0.0,0.0,0.0
Linus Luessing,8,0.425,6813273.275,9793266.65
Linn Crosetto,8,0.0,0.0,0.0
Leonid Arsh,8,0.0,0.0,0.0
Laurence Oberman,8,0.0,0.0,0.0
Lans Zhang,8,0.0,0.0,0.0
Ky Srinivasan,8,0.0,0.0,0.0
Kyle Meyer,8,0.0,0.0,0.0
Kyle Manna,8,0.0,0.0,0.0
Krzysztof Błaszkowski,8,0.0,0.0,0.0
Kosuke Tatsukawa,8,0.0,0.0,0.0
Koji Sato,8,0.0,0.0,0.0
Koen Vandeputte,8,0.0,0.0,0.0
Kirk Lapray,8,0.0,0.0,0.0
Kiran Kumar,1,0.0,0.0,0.0
Kim Kyuwon,8,0.0,0.0,0.0
Khazhismel Kumykov,10,0.0,0.0,0.0
Kevin Darbyshire-Bryant,8,0.16071428571428573,102558.66071428571,143582.125
Karl Relton,8,0.0,0.0,0.0
Junjie Mao,8,0.125,188365.75,188365.75
Joseph Cihula,8,0.0,0.0,0.0
Jorik Jonker,8,0.0,0.0,0.0
Jordan Niethe,38,0.02631578947368421,38853.47368421053,38853.47368421053
Jongsung Kim,8,0.0,0.0,0.0
Jon Bernard,8,0.0,0.0,0.0
Jonathan Toppins,8,0.0,0.0,0.0
John Blackwood,8,0.0,0.0,0.0
Jiunn Chang,8,0.0,0.0,0.0
Jim Rees,8,0.0,0.0,0.0
Jim Bride,8,0.575,3317010.7,4207282.65
Jerry Zhang,8,0.0,0.0,0.0
Jerin Jacob,8,0.0,0.0,0.0
Jeremy Katz,8,0.0,0.0,0.0
Jeremy Higdon,8,0.0,0.0,0.0
Jenny TC,8,0.0,0.0,0.0
Jennifer Herbert,8,0.0,0.0,0.0
Jeffrey Deans,8,0.0,0.0,0.0
Jean-Nicolas Graux,8,0.0,0.0,0.0
Javier Herrero,8,0.0,0.0,0.0
Jason Wong,8,0.0,0.0,0.0
Jan Kratochvil,8,0.0,0.0,0.0
Jan Kardell,8,0.125,1651299.5,1651299.5
JANAK DESAI,8,0.0,0.0,0.0
Jaeden Amero,8,0.0,0.0,0.0
Jack Miller,8,0.0,0.0,0.0
Ivo Sieben,8,0.0,0.0,0.0
Ioan-Adrian Ratiu,8,0.0,0.0,0.0
Ilia Lin,8,0.375,1691796.5,1691796.5
Hyuk Lee,8,0.0,0.0,0.0
HungNien Chen,8,0.0,0.0,0.0
Hui Peng,8,0.0,0.0,0.0
Hua Zhong,8,0.0,0.0,0.0
Huang Zijiang,10,0.1,38512.7,38512.7
Hsin-Yu Chao,9,0.0,0.0,0.0
Hsin-Hsiung Wang,13,0.07692307692307693,395868.6923076923,395868.6923076923
Hong Zhiguo,8,0.0,0.0,0.0
Harry Cutts,8,0.0,0.0,0.0
Harro Haan,8,0.0,0.0,0.0
Harish Patil,8,0.0,0.0,0.0
Hakan Berg,8,0.0,0.0,0.0
Gu Jinxiang,8,0.0,0.0,0.0
Gregoire Pichon,8,0.125,972186.25,972186.25
Graham Moore,8,0.125,1418154.125,1418154.125
Giovanni Gherdovich,11,0.0,0.0,0.0
Gerhard Bertelsmann,8,0.0,0.0,0.0
Gerd Knorr,8,0.0,0.0,0.0
George Anzinger,8,0.0,0.0,0.0
Frank Mayhar,9,0.31746031746031744,14546891.53968254,29277975.888888888
Florian Meier,8,0.1875,13379931.40625,17154175.375
Ferruh Yigit,8,0.0,0.0,0.0
Fernando Ramos,8,0.0,0.0,0.0
Ferenc Havasi,8,0.0,0.0,0.0
Etienne Carriere,21,0.0,0.0,0.0
Eric Wheeler,8,0.0,0.0,0.0
Emrys Bayliss,8,0.0,0.0,0.0
Emmanuil Chatzipetru,8,0.0,0.0,0.0
Dustin Kirkland,8,0.0,0.0,0.0
Doug Chapman,8,0.0,0.0,0.0
Dor Laor,8,0.0,0.0,0.0
Donald Sharp,8,0.125,146683.75,146683.75
Domenico Andreoli,12,0.0,0.0,0.0
DoHyun Pyun,8,0.0,0.0,0.0
Dinesh Ram,8,0.0,0.0,0.0
Dilip Kota,11,0.09090909090909091,82390.72727272728,82390.72727272728
David Ung,8,0.0,0.0,0.0
David McCullough,8,0.0,0.0,0.0
David Galiffi,10,0.0,0.0,0.0
David Drysdale,8,0.0,0.0,0.0
Dave Liu,8,0.0,0.0,0.0
Darrel Goeddel,8,0.0,0.0,0.0
Daniel Schultz,8,0.0,0.0,0.0
Cristina Ciocan,8,0.8333333333333333,5348130.75,19400532.75
CQ Tang,8,0.25,11417276.1875,20326161.375
Corinna Vinschen,8,0.0,0.0,0.0
Conke Hu,8,0.0,0.0,0.0
Colin Leroy,8,0.0,0.0,0.0
Christian Colic,8,0.0,0.0,0.0
Christer Weinigel,8,0.0,0.0,0.0
Chris Novakovic,8,0.125,212788.875,212788.875
Chris Lesiak,8,0.0,0.0,0.0
Chintan Pandya,8,0.375,3764364.25,7703388.625
Chen Hanxiao,8,0.0,0.0,0.0
Carmeli Tamir,8,0.0,0.0,0.0
Carlos Chinea,8,0.0,0.0,0.0
Carl Love,8,0.0,0.0,0.0
Carl Huang,8,0.125,188413.75,188413.75
Carl-Daniel Hailfinger,8,0.0,0.0,0.0
Cal Peake,8,0.0,0.0,0.0
Byungho Min,8,0.0,0.0,0.0
Byron Bradley,8,0.0,0.0,0.0
Bruno Herrera,8,0.0,0.0,0.0
Bruce Jones,8,0.0,0.0,0.0
Bridge Wu,8,0.0,0.0,0.0
Brad Bishop,8,0.75,1188.625,1694895.5
bob picco,8,0.125,351722.75,351722.75
Bich Hemon,8,0.0,0.0,0.0
Benjamin Valentin,8,0.0,0.0,0.0
Benjamin Krill,8,0.0,0.0,0.0
Benjamin Gilbert,8,0.0,0.0,0.0
Benjamin Beichler,8,0.375,4088339.0,4088339.0
Benedikt Spranger,8,0.0,0.0,0.0
Atul Deshmukh,8,0.0,0.0,0.0
Arun Chandran,8,1.125,1679833.7083333335,11648414.902777778
Armando Visconti,8,0.125,34178604.125,34178604.125
Anton Leontiev,8,0.0,0.0,0.0
Anthony Foiani,8,0.0,0.0,0.0
Ansis Atteka,8,0.125,13041928.125,13041928.125
Aniket Nagarnaik,8,0.0,0.0,0.0
Angelo Compagnucci,8,0.0,0.0,0.0
Andre Silva,8,0.0,0.0,0.0
Andrei Varvara,8,0.125,17387477.875,17387477.875
Andreas Platschek,8,0.0,0.0,0.0
Anders Darander,8,0.125,10104490.25,10104490.25
Anders Berg,8,0.3125,7543483.6875,14095660.875
Alex Lu,8,0.25,1367300.0,1367300.0
Alex He,8,0.0,0.0,0.0
Alexey Zaytsev,8,0.0,0.0,0.0
Alex Dowad,8,0.0,0.0,0.0
Alexander Drozdov,8,0.0,0.0,0.0
Ahmed Abdelsalam,10,0.2666666666666667,1655148.0,3515019.6
Agustin Vega-Frias,8,0.25,697245.75,697245.75
Aditya Swarup,10,0.1,215426.5,215426.5
Adam Zerella,8,0.125,950994.75,950994.75
Adam Ludkiewicz,8,0.0,0.0,0.0
Abhilash Jindal,8,0.0,0.0,0.0
Zygo Blaxell,9,0.0,0.0,0.0
Zhu Lingshan,15,0.0,0.0,0.0
Zhan liu,9,0.0,0.0,0.0
Zhang Le,9,0.0,0.0,0.0
Zain Wang,9,0.17777777777777778,8139808.466666667,11290674.0
Yuan-Hsin Chen,9,0.0,0.0,0.0
Yang Li,9,0.0,0.0,0.0
Xiongwei Song,9,0.0,0.0,0.0
Xiaowei Bao,10,0.0,0.0,0.0
Wolfgang Ocker,9,0.0,0.0,0.0
will schmidt,9,0.0,0.0,0.0
Wesley Sheng,10,0.0,0.0,0.0
Wei Tang,9,0.0,0.0,0.0
Volokh Konstantin,9,0.0,0.0,0.0
Vitja Makarov,9,0.0,0.0,0.0
Vennila Megavannan,9,0.31746031746031744,1866932.5555555555,5820024.365079365
Vaughan Cao,9,0.0,0.0,0.0
Valerie Henson,9,0.0,0.0,0.0
Valentina Giusti,9,0.0,0.0,0.0
Tsahee Zidenberg,9,0.0,0.0,0.0
Travis Place,9,0.0,0.0,0.0
Tobias Jordan,9,0.0,0.0,0.0
Tobias Brunner,9,0.0,0.0,0.0
Tkhai Kirill,9,0.0,0.0,0.0
Timo Wischer,9,0.2222222222222222,1380659.6666666667,1380659.6666666667
Timo Sigurdsson,9,0.0,0.0,0.0
Tim Hansen,9,0.0,0.0,0.0
Thomas Tai,9,0.0,0.0,0.0
Thomas Reitmayr,9,0.0,0.0,0.0
Thomas Mingarelli,9,0.0,0.0,0.0
Thomas Maier,9,0.0,0.0,0.0
Thiebaud Weksteen,9,0.0,0.0,0.0
Thibaut VARENE,9,0.0,0.0,0.0
Terje Bergstrom,9,0.2222222222222222,7307932.555555556,7307932.555555556
Tariq Saeed,9,0.1111111111111111,2409584.5555555555,2409584.5555555555
Taras Kondratiuk,9,0.2222222222222222,956694.4444444445,956694.4444444445
Talel Shenhar,9,0.0,0.0,0.0
Suleiman Souhlal,9,0.0,0.0,0.0
Steve Magnani,9,0.0,0.0,0.0
Stefan Rompf,9,0.0,0.0,0.0
Sri Deevi,9,0.4722222222222222,17221507.638888888,22978364.416666668
Soeren Sandmann,6,0.0,0.0,0.0
Shu Wang,9,0.0,0.0,0.0
Serban Constantinescu,9,0.0,0.0,0.0
Senthilnathan Veppur,9,0.0,0.0,0.0
Satish Ashok,9,0.5,24224731.333333332,24680906.888888888
Sascha Hlusiak,9,0.0,0.0,0.0
Sarang Radke,9,0.0,0.0,0.0
Sangwon Jee,9,0.0,0.0,0.0
Sangwon Hong,9,0.0,0.0,0.0
Sagar Dharia,9,0.0,0.0,0.0
Sabitha George,9,0.0,0.0,0.0
Russell Cattelan,9,0.0,0.0,0.0
Ruchika Kharwar,9,0.0,0.0,0.0
Ronen Shitrit,9,0.0,0.0,0.0
Roman Yeryomin,9,0.11419753086419752,553225.9969135802,553226.0
Robin Schroer,9,0.0,0.0,0.0
Robert Marko,14,0.0,0.0,0.0
Robert Krakora,9,0.0,0.0,0.0
Robert ABEL,9,0.0,0.0,0.0
Rithvik Patibandla,9,0.0,0.0,0.0
Rikard Falkeborn,28,0.0,0.0,0.0
Richard Sailer,9,0.1111111111111111,747874.1111111111,747874.1111111111
Richard Haines,10,0.33999999999999997,9713760.02,9955297.5
Ricardo Silva,9,0.0,0.0,0.0
Remy Bruno,9,0.0,0.0,0.0
Remi Machet,9,0.0,0.0,0.0
Raviteja Garimella,9,0.0,0.0,0.0
Rana Shahout,9,0.9444444444444444,3234260.111111111,11823174.111111112
Ramiro Oliveira,9,0.1111111111111111,630583.8888888889,630583.8888888889
Rajesh Bhagat,9,0.0,0.0,0.0
Rajanikanth H.V,9,0.0,0.0,0.0
Rafal Ozieblo,9,0.4444444444444444,4166110.5555555555,13298273.333333334
Qi Yong,9,0.0,0.0,0.0
Pushkar Jambhlekar,9,0.0,0.0,0.0
Priyanka Jain,9,0.0,0.0,0.0
Pritesh Raithatha,9,0.0,0.0,0.0
Preetham Ramchandra,9,0.0,0.0,0.0
Po Liu,14,0.5,2710108.5714285714,7859867.0
Pingchao Yang,9,0.0,0.0,0.0
Pierre-Yves Kerbrat,9,0.0,0.0,0.0
Peter Geis,9,0.2222222222222222,174564.88888888888,1303600.4444444445
Patrick Bruenn,9,0.0,0.0,0.0
Pascal Huerst,11,0.0,0.0,0.0
Parth Sane,9,0.0,0.0,0.0
Oskari Lemmela,9,0.1111111111111111,4016806.0,4016806.0
Olivier Bornet,9,0.0,0.0,0.0
Nikesh Oswal,9,0.2222222222222222,6528534.0,6528534.0
Nicolas Cavallari,11,0.0,0.0,0.0
Nibble Max,9,0.0,0.0,0.0
Nathan Williams,9,0.0,0.0,0.0
Nariman Poushin,9,0.0,0.0,0.0
Nachammai Karuppiah,9,0.0,0.0,0.0
Myungho Jung,9,0.0,0.0,0.0
Mohammad Jamal,9,0.0,0.0,0.0
Miloslav Trmac,9,0.0,0.0,0.0
Mikko Koivunen,9,0.0,0.0,0.0
Mike Qiu,9,0.0,0.0,0.0
Mike Maloney,9,0.1111111111111111,419099.77777777775,419099.77777777775
Mike Krinkin,9,0.0,0.0,0.0
Michal Soltys,9,0.0,0.0,0.0
Maxim Altshul,9,0.1111111111111111,1283459.111111111,1283459.111111111
Max Asbock,9,0.0,0.0,0.0
Matt Waddel,9,0.0,0.0,0.0
Matt Mullins,9,0.2222222222222222,595927.5555555555,732305.7777777778
Matti Aaltonen,9,0.1111111111111111,30969013.111111112,30969013.111111112
Matthew Slattery,9,0.0,0.0,0.0
Matt Gates,9,0.0,0.0,0.0
Matteo Facchinetti,9,0.0,0.0,0.0
Matheos Worku,9,0.0,0.0,0.0
Martynas Pumputis,9,0.0,0.0,0.0
Mark Gross,13,0.0,0.0,0.0
Mark Cave-Ayland,9,0.0,0.0,0.0
Marc Reilly,9,0.0,0.0,0.0
Marco Angaroni,9,0.1111111111111111,393944.44444444444,393944.44444444444
Marcel Hasler,9,0.0,0.0,0.0
Manoj Kumar,9,0.2222222222222222,2924200.5555555555,3380558.611111111
Maksim Salau,9,0.1111111111111111,173200.55555555556,173200.55555555556
Majunath Goudar,9,0.0,0.0,0.0
Mac Chiang,10,0.0,0.0,0.0
Luke Yelavich,9,0.0,0.0,0.0
Luis Oliveira,9,0.0,0.0,0.0
Lucas Woods,9,0.0,0.0,0.0
Loys Ollivier,9,0.0,0.0,0.0
Liu Yu-B13201,9,0.0,0.0,0.0
Liu Yuan,9,0.0,0.0,0.0
Liming Sun,9,0.3333333333333333,5358982.666666667,5358982.666666667
Lijun Pan,9,0.0,0.0,0.0
Lee Revell,9,0.0,0.0,0.0
KyongHo Cho,9,0.0,0.0,0.0
Kuba Pawlak,9,0.0,0.0,0.0
Kouei Abe,9,0.0,0.0,0.0
Kiran AVND,9,0.0,0.0,0.0
Kevin Wangtao,9,0.0,0.0,0.0
Kentaro Takeda,9,0.0,0.0,0.0
Ken Lin,9,0.0,0.0,0.0
Kashyap Desai,10,0.0,0.0,0.0
Karthikeyan Periyasamy,14,0.0,0.0,0.0
Junchang Wang,9,0.0,0.0,0.0
Joseph Greathouse,12,0.0,0.0,0.0
Joseph Gasparakis,9,0.0,0.0,0.0
Jon Povey,9,0.0,0.0,0.0
John Sheu,9,0.0,0.0,0.0
Johnny Huang,9,0.0,0.0,0.0
John Daiker,9,0.0,0.0,0.0
Joe Millenbach,9,0.0,0.0,0.0
Joel Porquet,9,0.0,0.0,0.0
Jin Dongming,9,0.0,0.0,0.0
Jim Kukunas,9,0.0,0.0,0.0
jilai wang,9,0.0,0.0,0.0
Jens Frederich,9,0.0,0.0,0.0
Jelle Foks,9,0.0,0.0,0.0
JC Lafoucriere,9,0.0,0.0,0.0
Jayant Shekhar,9,0.0,0.0,0.0
Javier Achirica,9,0.0,0.0,0.0
Janusz Uzycki,9,0.0,0.0,0.0
Janusz Lisiecki,9,0.0,0.0,0.0
Jakub Byczkowski,9,0.0,0.0,0.0
Jaccon Bastiaansen,9,0.0,0.0,0.0
Ingi Kim,9,0.1111111111111111,4188817.888888889,4188817.888888889
Ilya Maximets,9,0.1111111111111111,97197.44444444444,97197.44444444444
Iiro Valkonen,9,0.0,0.0,0.0
Igor Murzov,9,0.0,0.0,0.0
Igor Lubashev,9,0.0,0.0,0.0
Huzaifa Sidhpurwala,9,0.0,0.0,0.0
Howard McLauchlan,9,0.0,0.0,0.0
Henry Burns,9,0.1111111111111111,56867.333333333336,56867.333333333336
Henning Rogge,9,0.0,0.0,0.0
Hemant Kumar,18,0.0,0.0,0.0
Hemanth V,9,0.0,0.0,0.0
Hemant Gupta,9,0.0,0.0,0.0
Helmut Buchsbaum,9,0.1111111111111111,25168.777777777777,25168.777777777777
Havard Skinnemoen,9,0.0,0.0,0.0
HariPrasath Elango,9,0.0,0.0,0.0
Hanno Zulla,9,0.0,0.0,0.0
Hamish Martin,10,0.1,2193559.4,2193559.4
Hadar Gat,18,0.0,0.0,0.0
Guillaume Tucker,10,0.0,0.0,0.0
Gorskin Ilya,9,0.0,0.0,0.0
Giridhar Maruthy,9,0.0,0.0,0.0
Gimcuan Hui,9,0.0,0.0,0.0
GhantaKrishnamurthy MohanKrishna,9,0.6666666666666666,5739984.333333333,9097288.222222222
Gerhard Pircher,9,0.0,0.0,0.0
Gerard Snitselaar,9,0.0,0.0,0.0
Gaurav Minocha,9,0.4444444444444444,967039.4444444445,18201265.888888888
Frank Lichtenheld,9,0.0,0.0,0.0
Francesco VIRLINZI,9,0.0,0.0,0.0
Francesco Fusco,9,0.1111111111111111,10364465.333333334,10364465.333333334
Filipe Brandenburger,9,0.0,0.0,0.0
Eunbong Song,9,0.2777777777777778,3815801.6666666665,12858905.555555556
Eric Rost,9,0.0,0.0,0.0
Eric Garver,9,0.2222222222222222,383706.77777777775,383706.77777777775
Eric Benard,9,0.0,0.0,0.0
Emoly Liu,9,0.0,0.0,0.0
Emiliano Ingrassia,9,0.16666666666666666,2064839.1666666667,3094821.5555555555
Emil Bartczak,9,0.0,0.0,0.0
Einar Lueck,9,0.26666666666666666,9924942.0,19335743.577777777
Dmitry Tarnyagin,9,0.0,0.0,0.0
Dmitry Fomichev,9,0.1111111111111111,81700.55555555556,81700.55555555556
Dirk Eibach,9,0.0,0.0,0.0
Ding Wang,9,0.0,0.0,0.0
Derek Lai,9,0.0,0.0,0.0
Denis Karpov,9,0.0,0.0,0.0
Deepak Ukey,10,0.0,0.0,0.0
Dean Roehrich,9,0.0,0.0,0.0
David Wang,9,0.0,0.0,0.0
David Lamparter,9,0.0,0.0,0.0
Davide Rizzo,9,0.0,0.0,0.0
David Arcari,9,0.0,0.0,0.0
David Altobelli,9,0.0,0.0,0.0
Danielle Ratson,14,0.0,0.0,0.0
Daniel Jeong,9,0.3333333333333333,23472051.0,34375558.55555555
Damian Lukowski,9,0.0,0.0,0.0
Cristiane Naves,9,0.0,0.0,0.0
Colin King,9,0.0,0.0,0.0
chunfan chen,9,0.1111111111111111,192221.22222222222,192221.22222222222
Christoph Muellner,9,0.0,0.0,0.0
Christophe Kerello,15,0.06666666666666667,1021932.4666666667,1021932.4666666667
Christian Pellegrin,9,0.5,29903292.0,52338649.0
Christian Hemp,9,0.3333333333333333,4999893.333333333,20080408.666666668
Chris Friesen,9,0.2037037037037037,5315288.574074074,6887410.222222222
Chao Peng,9,0.0,0.0,0.0
Chandrakala Chavva,9,0.0,0.0,0.0
Catalin Vasile,9,0.34814814814814815,4775980.881481481,10242394.755555555
Burman Yan,9,0.0,0.0,0.0
Bruno Faccini,9,0.0,0.0,0.0
Bogicevic Sasa,9,0.1111111111111111,1309387.0,1309387.0
Bob Pearson,9,0.0,0.0,0.0
Bill Gatliff,9,0.0,0.0,0.0
Bernd Edlinger,18,0.0,0.0,0.0
Benjamin Rood,9,0.0,0.0,0.0
Bastian Stender,9,0.0,0.0,0.0
Azhar Shaikh,9,0.3333333333333333,3113307.296296296,3127747.888888889
Axel Rasmussen,9,0.0,0.0,0.0
A Sun,9,0.0,0.0,0.0
Ashutosh Naik,9,0.0,0.0,0.0
Ashish Shah,9,0.0,0.0,0.0
Arthur Kepner,9,0.0,0.0,0.0
Arnaud Giersch,9,0.0,0.0,0.0
Arjun Sreedharan,9,0.0,0.0,0.0
Archana Patni,11,0.0,0.0,0.0
Anshul Garg,9,0.0,0.0,0.0
Anjana Sasindran,9,0.0,0.0,0.0
Anjali Menon,9,0.0,0.0,0.0
Anil Ravindranath,9,0.0,0.0,0.0
Andri Yngvason,9,0.1111111111111111,12202.222222222223,12202.222222222223
Andrew Zaborowski,9,0.1111111111111111,3269319.0,3269319.0
Andrew Hendry,9,0.0,0.0,0.0
Andrei Epure,9,0.0,0.0,0.0
andrea merello,9,0.0,0.0,0.0
Amos Waterland,9,0.0,0.0,0.0
Amit Virdi,9,0.0,0.0,0.0
Alex Tomas,9,0.0,0.0,0.0
Alex Gonzalez,9,0.0,0.0,0.0
Alexandre Rames,9,0.1111111111111111,8093956.222222222,8093956.222222222
Alexander Guller,9,0.0,0.0,0.0
Aleksey Babahin,9,0.2777777777777778,2130551.5555555555,19512052.0
Alain Volmat,28,0.0,0.0,0.0
Alain Knaff,9,0.1111111111111111,20814078.777777776,20814078.777777776
Aida Mynzhasova,9,0.0,0.0,0.0
Adam Kropelin,9,0.0,0.0,0.0
Abhishek Pandit-Subedi,23,0.043478260869565216,114537.82608695653,114537.82608695653
Abdul Rauf,9,0.0,0.0,0.0
Aarthi Thiruvengadam,9,0.0,0.0,0.0
Aaron Carroll,9,0.0,0.0,0.0
Zhengjun Xing,10,0.0,0.0,0.0
Zhao Chenhui,10,0.0,0.0,0.0
Yi Zhang,10,0.0,0.0,0.0
Yingping Lu,10,0.0,0.0,0.0
Yao Yuan,10,0.1,8164017.6,8164017.6
Yannick Brosseau,10,0.0,0.0,0.0
Yangyang Li,11,0.18181818181818182,2904483.090909091,2904483.090909091
Yang Sheng,10,0.0,0.0,0.0
Yanbo Li,10,0.0,0.0,0.0
Yair Shachar,10,0.1,2556321.9,2556321.9
Yacine Belkadi,10,0.0,0.0,0.0
Xiaochen Wang,10,0.0,0.0,0.0
Wen Xiong,10,0.1,1260858.8,1260858.8
Weiping Pan,10,0.0,0.0,0.0
Vishwanath Pai,10,0.3,1203006.4,1203006.4
Vishwanath BS,10,0.0,0.0,0.0
Vinayak Menon,10,0.0,0.0,0.0
Vijay Immanuel,10,0.1,539593.9,539593.9
Venkateswara Naralasetty,13,0.0,0.0,0.0
Vadim Lobanov,10,0.0,0.0,0.0
Uri Simchoni,10,0.0,0.0,0.0
